date,data,cols
45,"Cloudy, extremely hot weather, with no extreme weather mentioned; temperature 28-35Â°C, 36-37Â°C in the central and northern parts and densely populated areas; southwest wind level 2; relative humidity 55%-85%.",channel1
46,It is hot; temperature is 26-35Â°C; westerly wind of 2 levels; relative humidity is 55%-85%.,channel1
47,High temperature and intense heat; temperature 26-35Â°C; westerly wind of level 2; relative humidity 55%-85%.,channel1
48,"It is extremely hot; the temperature is 28-36Â°C, and 37-38Â°C in the central-northern areas and densely populated areas; the northwest wind is 2-3 levels; the relative humidity is 50%-85%.",channel1
49,"(It's extremely hot; the temperature is 28-36Â°C, and it can reach 37-38Â°C in the central and northern areas and densely populated areas; there is a northwest wind of grade 2, with gusts of 3-4 grades; the relative humidity is 50%-85%.",channel1
50,"Sunny to cloudy, extremely hot; temperature 31-36Â°C, up to 37-38Â°C in the central and northern areas and densely populated areas; northwest wind level 2; relative humidity 50%-85%.",channel1
51,"Sunny to cloudy, extremely hot weather; temperature 28-35Â°C, up to 36Â°C in central and northern areas and densely populated areas; northwest wind 2-3 levels; relative humidity 45%-85%.",channel1
52,"Cloudy with scattered showers, temperature 28-34Â°C; northwest wind of 2-3 levels; relative humidity 45%-90%.",channel1
53,"Cloudy with scattered showers, temperature 30-34Â°C, above 35Â°C in some areas; northwest wind of 2-3 levels, gust 4 levels; relative humidity 50%-90%.",channel1
54,Cloudy with scattered showers; temperature 27-32Â°C; southwest wind of 2-3 levels; relative humidity 60%-90%.,channel1
55,Cloudy and partly cloudy with intervals; temperature 28-32Â°C; southwesterly wind at grade 2-3; relative humidity 60%-90%.,channel1
56,Overcast to cloudy with scattered showers; temperature 28-32Â°C; weak southwesterly wind; relative humidity 60%-90%.,channel1
57,Overcast to cloudy with scattered showers; temperature 27-32Â°C; southwest wind of grade 2 to 3; relative humidity 60%-90%.,channel1
58,"Cloudy, with showers; temperature 28-32Â°C; southwest wind level 2, gust level 3; relative humidity 60%-90%.",channel1
59,Overcast to cloudy with intermittent showers; temperature 29-32Â°C; southwesterly wind of magnitude 2 with gusts of magnitude 3; relative humidity 65%-90%.,channel1
60,"Cloudy, with short-term showers at times; temperature 28-33Â°C; southwesterly wind of grade 2, gust of grade 3; relative humidity 65%-90%.",channel1
61,"Cloudy; temperature 27-33Â°C; east wind level 2, gust level 3; relative humidity 65%-95%.",channel1
62,"Cloudy, with local; temperature 27-33Â°C; east wind level 2-3, gust level 4; relative humidity 65%-95%.",channel1
63,"Cloudy; temperature 27-34Â°C, the maximum temperature in densely populated areas can reach 35 degrees; east wind level 2-3; relative humidity 55%-90%.",channel1
64,"Sunny intervals with cloudy periods; the temperature is 27-34Â°C, and the maximum temperature in densely populated areas can reach 35 degrees; the southwest wind turns to the northwest wind at grade 2-3; the relative humidity is 55%-95%.",channel1
65,"Sunny intervals with cloudy periods, afternoon local areas have showers, temperature 30-35Â°C; westerly wind level 2; relative humidity 55%-95%.",channel1
66,"Sunny intervals and cloudy, and local showers in the afternoon; temperature 28-35Â°C; westerly wind of grade 2; relative humidity 55%-95%.",channel1
67,"Cloudy, extremely hot weather, and afternoon showers in some areas; temperature 28-35Â°C; westerly wind of magnitude 2; relative humidity 55%-95%.",channel1
68,"Cloudy, extremely hot to very hot weather; temperature 30-35Â°C; northerly wind of grade 2; relative humidity 55%-90%.",channel1
69,"Cloudy, with short-term showers occasionally; temperature 28-33Â°C, 35Â°C in central-northern areas and densely populated areas; north-northeast wind of grade 2; relative humidity 60%-90%.",channel1
70,"Sunny to cloudy, very hot to extremely hot weather, with mild, local thunder showers in the afternoon; temperature 28-34Â°C, the maximum temperature in the central, northern and densely populated areas can reach 35Â°C; west to southwest wind 2-3 levels; relative humidity 60%-90%.",channel1
71,"High temperature, with scattered showers in the afternoon in some areas; temperature 29-34Â°C, with the highest temperature above 35Â°C in the northern and densely populated areas; southwest wind of grade 2; relative humidity 55%-85%.",channel1
72,"Cloudy, hot weather, with showers in the afternoon; temperature 28-33Â°C; southwest wind of grade 2-3; relative humidity 60%-90%.",channel1
73,"It is cloudy, the weather is hot and there are some rains in the afternoon; the temperature is 28-33Â°C; the southwestern wind is level 2-3; the relative humidity is 55%-90%.",channel1
74,"Cloudy, hot weather with scattered showers, and no mention of heavier rain; temperature 28-33Â°C; southwesterly wind 2-3; relative humidity 55%-90%.",channel1
75,"Cloudy, with scattered showers, temperature 27-32Â°C; southwest wind grade 2-3; relative humidity 65%-90%.",channel1
76,"Cloudy, with showers and local rain; temperature 27-32Â°C; southwesterly wind level 2-3; relative humidity 70%-90%.",channel1
77,"Cloudy, with showers; temperature 28-32Â°C; southwesterly wind 2-3; relative humidity 70%-90%.",channel1
78,Overcast with intervals of cloudy; temperature 26-31Â°C; southwesterly wind of 2-3 levels; relative humidity 70%-90%.,channel1
79,Overcast; temperature 24-30Â°C; southwest wind of 2-3 levels; relative humidity 75%-98%.,channel1
80,Overcast to partly cloudy; temperature 26-31Â°C; southwesterly wind of magnitude 2 to 3; relative humidity 65%-90%.,channel1
81,Cloudy to partly cloudy; temperature 26-31Â°C; southwestern wind level 2-3; relative humidity 65%-90%.,channel1
82,Overcast with intervals of cloudy weather; temperature 26-32Â°C; southwest wind of grade 2-3; relative humidity 65%-95%.,channel1
83,Showers or thunderstorms; temperature 26-31Â°C; southwest wind grade 2-3; relative humidity 65%-95%.,channel1
84,It is cloudy with scattered showers; temperature 26-32Â°C; south wind of 2-3 levels; relative humidity 60%-90%.,channel1
85,Cloudy; temperature 26-32Â°C; southerly wind 2-3 levels; relative humidity 60%-90%.,channel1
86,Cloudy with short-term showers; temperature 29-33Â°C; southeasterly wind of grade 2-3; relative humidity 60%-85%.,channel1
87,"It is cloudy to partly sunny, the weather is hot; the temperature is 27-34Â°C, and it can reach 35Â°C in the central, northern and densely populated areas; the southeast wind is at level 2; the relative humidity is 55%-85%.",channel1
88,"It is sunny with intervals of cloudy, the weather is hot; the temperature is 26-34Â°C, and it can reach 35Â°C in the central, northern and densely populated areas; the east wind is at level 2; the relative humidity is 60%-90%.",channel1
89,"Sunny intervals and cloudy; temperature 26-34Â°C, with a maximum of 35 degrees or above in the central, northern and densely populated areas; northeasterly wind level 2; relative humidity 55%-85%.",channel1
90,"Cloudy, and it will change in the afternoon; temperature is 26-33â; northeasterly wind of Level 2, and it will increase to Level 5-6 around dusk; relative humidity is 55%-95%.",channel1
91,"Cloudy, with sunlight for a short time, and the rain; temperature 25-31Â°C; northeasterly wind level 2, and the wind force increases to 5-6 levels around dusk; relative humidity 60%-99%.",channel1
92,"Cloudy with intervals of overcast; the wind increases around dusk, the land wind increases, the average wind on the coast and highlands increases; temperature 25-32Â°C; relative humidity 60%-99%.",channel1
93,"Overcast to partly cloudy; temperature 25-29Â°C; the land has a predominant east wind of 6 levels, and the average wind along the coast and highlands is 7-8 levels; relative humidity 65%-99%.",channel1
94,"In the morning, it is cloudy, and in the afternoon; the temperature is 27-31Â°C; the southeast wind is 3-4 levels; the relative humidity is 65%-95%.",channel1
95,"Cloudy, and the rainfall gradually becomes more common in the afternoon; temperature 26-31Â°C; southeastern wind of 3-4 levels, gusts of 6 levels; relative humidity 70%-90%.",channel1
96,"At night, there is frequent rain and during the day it turns cloudy; temperature 26-32Â°C; south wind level 2-3; relative humidity 65%-90%.",channel1
97,"Cloudy, with visible sunlight; temperature 27-32Â°C; southerly wind of 2-3 levels; relative humidity 65%-90%.",channel1
98,"Cloudy, with scattered occurrences in some local areas; temperature 28-32Â°C; northeasterly wind level 2-3; relative humidity 70%-95%.",channel1
99,Cloudy; temperature 27-33Â°C; northeasterly wind level 2-3; relative humidity 65%-95%.,channel1
100,"Cloudy, with local short-term showers in the afternoon; temperature 27-33Â°C; southerly wind 2-3 levels; relative humidity 65%-98%.",channel1
101,"Cloudy with sunny intervals, with local short-term rains in the afternoon; temperature 29-33Â°C; southerly wind of 2-3 levels; relative humidity 60%-80%.",channel1
102,"Cloudy and partly sunny, hot weather; temperature 27-33Â°C; southerly wind of grade 2-3; relative humidity 60%-90%.",channel1
103,"Cloudy and partly sunny, hot weather, with scattered showers in the afternoon; temperature 26-33Â°C; south wind level 2-3; relative humidity 60%-90%.",channel1
104,"Cloudy intervals with sunny spells, hot weather; temperature 29-33Â°C; southerly wind of magnitude 2-3; relative humidity 60%-80%.",channel1
105,"At night, it is mainly cloudy. During the day, it is cloudy to sunny. The weather is hot. There are local occurrences in the afternoon; temperature is 27-34 Â°C; blows a slight southerly wind; relative humidity is 55%-95%.",channel1
106,"Partly cloudy to sunny intervals, hot weather; temperature 27-34Â°C; slight southerly wind; relative humidity 55%-95%.",channel1
107,"Cloudy, with scattered showers in the afternoon; temperature 29-33Â°C; southerly wind of grade 2-3; relative humidity 55%-85%.",channel1
108,"Cloudy, with showers; temperature 27-33Â°C; light winds; relative humidity 65%-95%.",channel1
109,"Cloudy, hot weather with short-term showers; temperature 27-33Â°C; weak wind; relative humidity 60%-90%.",channel1
110,"It is cloudy to partly cloudy, and there are intermittent showers; the temperature is 27-31Â°C; the wind is weak; the relative humidity is 65%-98%.",channel1
111,Cloudy; temperature 26-32Â°C; weak northwest wind; relative humidity 60%-90%.,channel1
112,Sunny intervals and cloudy; temperature 26-33Â°C; northwest wind level 1-2; relative humidity 60%-90%.,channel1
113,"Sunny intervals, and visibility improves during the day; temperature 28-33Â°C; northwest wind 1-2 grades; relative humidity 55%-85%.",channel1
114,"Cloudy and sunny intervals, with occasional showers locally; temperature 26-34Â°C, the highest temperature in the central, northern and densely populated areas can reach 35Â°C; northerly wind of 1-2 levels; relative humidity 55%-95%.",channel1
115,"Mostly cloudy to partly sunny; temperature 26-34Â°C, up to 35Â°C in the central, northern and densely populated areas; weak northerly wind; relative humidity 55%-85%.",channel1
116,"Cloudy, extremely hot weather with some showers in some areas; temperature 27-34Â°C, and the highest temperature in the central and northern regions and densely populated areas can reach 35-36Â°C; northerly wind of magnitude 2; relative humidity 55%-85%.",channel1
117,"Cloudy, extremely hot to sweltering weather, with mild haze; temperature 27-34Â°C, the highest temperature in central-north and densely populated areas can reach 35Â°C; northerly wind level 2; relative humidity 55%-85%.",channel1
118,"It is cloudy, very hot, with local precipitation in the afternoon; the temperature is 27-34Â°C, and the maximum temperature in the central and northern regions and densely populated areas can reach 35Â°C; there is a northerly wind of 2-3 levels, with gusts 4 levels; the wind force gradually increases along the eastern coastal areas during the day, with an average of 4-5 levels and gusts of 6-7 levels; the relative humidity is 50%-75%.",channel1
119,"It's cloudy, and it's hot with local short-term showers in the afternoon; the temperature is 27-34Â°C, and the maximum temperature in the central and northern areas and densely populated areas can reach 35Â°C; the northerly wind is 2-3 levels; the relative humidity is 50%-80%.",channel1
120,"There will be some rain at night and turn cloudy during the day, with hot weather; temperature ranging from 27 to 34Â°C, and the highest temperature in the central and northern regions and densely populated areas can reach 35Â°C; northerly wind of 2 to 3 levels, with an average wind of 5 to 6 levels along the coast and gusts of 8 levels; relative humidity of 55% to 85%.",channel1
121,"Cloudy, with short-term showers in some areas, hot weather; temperature 27-34Â°C, the highest temperature in the central and northern regions and densely populated areas can reach 35Â°C; northerly wind 2-3 levels, average wind along the coast 4-5 levels; relative humidity 50%-85%.",channel1
122,"Cloudy, hot in the afternoon; temperature 30-33Â°C; northerly wind of 2-3 levels, average wind 4-5 levels; relative humidity 55%-70%.",channel1
123,"Cloudy, hot weather; temperature 27-33Â°C, and the highest temperature in the central-northern and densely populated areas can reach a certain level; northerly wind of a certain grade, and the average wind along the coast is a certain grade; relative humidity of 50%-80%.",channel1
124,"Cloudy, hot weather; temperature 28-33Â°C, the maximum temperature in the central and northern parts and densely populated areas can reach; northerly wind of level 2; relative humidity 50%-70%.",channel1
125,"Sunny intervals and mostly cloudy; temperature 30-34Â°C, in the central and northern regions and densely populated areas; northerly wind of 2 levels; relative humidity 50%-75%.",channel1
126,"Sunny intervals and cloudy, extremely hot weather, afternoon local; temperature 28-34Â°C, with a maximum temperature of 35Â°C in the central and northern areas and densely populated areas; northwest wind of magnitude 2; relative humidity 45%-75%.",channel1
127,"Sunny intervals and cloudy, extremely hot weather; temperature 28-34Â°C, the highest temperature in the central and northern regions and densely populated areas; northwest wind level 2; relative humidity 45%-80%.",channel1
128,"Sunny intervals with cloudy periods, with local short-term showers at times, extremely hot weather; temperature 30-34Â°C, with a maximum of 35-36Â°C in the central and northern areas and densely populated areas; northwesterly wind of grade 2; relative humidity 45%-80%.",channel1
129,"Cloudy, extremely hot; temperature 28-33Â°C, up to 34-35Â°C in central and northern areas and densely populated areas; westerly wind of grade 2; relative humidity 55%-90%.",channel1
130,"Cloudy to partly sunny, with hot weather, and afternoon showers; temperature 26-33Â°C, and up to 34-35Â°C in central-northern and densely populated areas; west to southwest wind, level 2; relative humidity 55%-90%.",channel1
131,"It's cloudy, and there are some rainfalls in the afternoon; the temperature is 28-32Â°C; there is a slight westerly wind; the relative humidity is 55%-85%.",channel1
132,"Cloudy, with showers, muggy during the day; temperature 26-32Â°C; weak westerly wind blowing; relative humidity 60%-95%.",channel1
133,"It is cloudy, with locally short-term showers occasionally, the weather is sultry; the temperature is 28-32Â°C; the southwest wind is 2-3 levels; the relative humidity is 65%-90%.",channel1
134,Cloudy with scattered showers; temperature 27-32Â°C; southwest wind 2-3; relative humidity 65%-90%.,channel1
135,"It's cloudy with scattered showers, and the rain is relatively heavy at times; the temperature is 26-32Â°C; the southwest wind is 2 to 3 grades; the relative humidity is 60% to 95%.",channel1
136,"It is cloudy with scattered showers, and the rain is at some times. The temperature ranges from 27 to 32 degrees Celsius; the southerly wind is at magnitude 2 to 3; the relative humidity is 60% to 90%.",channel1
137,Cloudy; temperature 29-32Â°C; easterly wind of level 2; relative humidity 65%-90%.,channel1
138,"Cloudy, with showers, and relatively no heavy rain at times; temperature 27-32Â°C; east wind 2-3 levels; relative humidity 65%-90%.",channel1
139,Cloudy with scattered showers; temperature 26-32Â°C; east wind 2-3; relative humidity 65%-90%.,channel1
140,Cloudy; temperature 29-32Â°C; easterly wind of grade 2-3; relative humidity 65%-85%.,channel1
141,"Cloudy, temperature 26-32Â°C; easterly wind level 3, and the wind force in coastal areas and highlands (high-rise buildings) is 4-5 levels; relative humidity 60%-95%.",channel1
142,Cloudy; temperature 25-32Â°C; east wind level 3; relative humidity 55%-95%.,channel1
143,"It is cloudy, with no extreme weather conditions mentioned; the temperature is 28-32Â°C; the easterly wind is level 3, with gusts of 4-5 levels; the relative humidity is 55%-90%.",channel1
144,"It is cloudy, with showers, the temperature is 26-32Â°C; the easterly wind is level 3, with gusts of 4-5 levels; the relative humidity is 55%-95%.",channel1
145,Cloudy with scattered showers; temperature 27-32Â°C; easterly wind of grade 3 with gusts of grade 4; relative humidity 55%-95%.,channel1
146,"Cloudy, with short-term showers at times; temperature 29-32Â°C; east wind of grade 2-3; relative humidity 60%-85%.",channel1
147,Cloudy with short-term showers occasionally; temperature 27-32Â°C; east wind of 2-3 levels; relative humidity 60%-90%.,channel1
148,"Cloudy, with short-term showers; temperature 26-32Â°C; east wind level 2-3; relative humidity 50%-90%.",channel1
149,"It is cloudy with sunny intervals, without extreme weather mentioned; the temperature is 28-32Â°C; the east wind is grade 2-3; the relative humidity is 60%-80%.",channel1
150,"Overcast to cloudy with intervals; temperature 25-30Â°C; east wind 2-3 levels, 4-5 levels along the coast; relative humidity 65%-95%.",channel1
151,"Cloudy, with showers in the afternoon; temperature 25-30Â°C; easterly wind of 2-3 levels, 4 levels along the coast; relative humidity 65%-95%.",channel1
152,"Cloudy, with showers in the afternoon; temperature 27-30Â°C; easterly wind level 2-3, level 4 along the coast; relative humidity 60%-90%.",channel1
153,"Cloudy, with short intermittent non-extreme showers; temperature 26-32Â°C; easterly wind of 2-3 levels; relative humidity 60%-90%.",channel1
154,"Cloudy, with local short-term precipitation; temperature 28-32Â°C; eastward wind of 2-3 levels; relative humidity 55%-85%.",channel1
155,Cloudy; temperature 28-32Â°C; easterly wind of 2-3 levels; relative humidity 55%-80%.,channel1
156,It's cloudy; temperature is 27-32Â°C; east wind of grade 2; relative humidity is 55%-90%.,channel1
157,"Cloudy, with local in some areas, sufficient sunlight in the afternoon; temperature 28-32Â°C; east wind turning to southeastern wind 2 to 3 levels; relative humidity 60%-85%.",channel1
158,"Cloudy, with scattered showers; temperature 28-31Â°C; easterly wind of grade 2 to 3; relative humidity 65%-95%.",channel1
159,"It is cloudy, with local short-term showers in some areas; temperature ranges from 27 to 32â; easterly wind of grade 2 to 3; relative humidity is 60% to 90%.",channel1
160,"Cloudy to partly sunny, hot weather; temperature 26-32Â°C; east wind level 2-3; relative humidity 60%-90%.",channel1
161,"Cloudy, hot weather; temperature 29-33Â°C; east by 2 levels; relative humidity 60%-85%.",channel1
162,"Sunny intervals with cloudy periods, hot weather, with local precipitation in the afternoon; temperature 26-32Â°C; east wind of grade 2; relative humidity 60%-95%.",channel1
163,"Sunny intervals and cloudy, hot weather, with local rainfall around noon; temperature 26-32Â°C; northeasterly wind of magnitude 2; relative humidity 60%-95%.",channel1
164,"Sunny intervals and cloudy, hot weather; temperature 29-33Â°C; northeasterly wind of level 2; relative humidity 55%-85%.",channel1
165,"Sunny intervals with cloudy periods, hot weather; temperature 27-33Â°C; east to southeast wind of grade 2; relative humidity 65%-95%.",channel1
166,"Sunny intervals and cloudy, hot weather, with local short-term showers in the afternoon; temperature 27-33Â°C; east to southeast wind level 2; relative humidity 65%-95%.",channel1
167,"It is cloudy with intervals of sunny periods, the weather is hot, and there are local short-term showers in the afternoon; the temperature is 28-33Â°C; southeasterly wind of grade 2; relative humidity is 55%-85%.",channel1
168,Cloudy with sunny intervals; temperature 27-33Â°C; southerly wind of grade 2; relative humidity 55%-90%.,channel1
169,"Cloudy intervals with sunny spells, with local short-term showers; temperature 27-33Â°C; southerly wind of grade 2; relative humidity 55%-90%.",channel1
170,Sunny intervals and cloudy; temperature 27-33Â°C; east wind of level 2; relative humidity 55%-90%.,channel1
171,"Mostly sunny, hot weather; temperature 27-33Â°C; easterly wind level 2; relative humidity 50%-90%.",channel1
172,"Sunny intervals and cloudy, hot weather; temperature 27-33Â°C; easterly wind of magnitude 2; relative humidity 50%-90%.",channel1
173,Cloudy with scattered showers; temperature 29-33Â°C; east wind of magnitude 2; relative humidity 50%-85%.,channel1
174,"tonight through tomorrow noon it will be cloudy, with hot weather; temperature 26-32Â°C; east wind turning to northeast wind at grades 2-3, and the wind force along the coast increases to grades 4-5; relative humidity 50%-90%.",channel1
175,It is hot; the temperature is 27-33Â°C; the wind turns from east to northeast at a speed of 2-3 levels; the relative humidity is 60%-95%.,channel1
176,"Mainly sunny, hot weather, gradually turning cloudy in the afternoon, temperature 26-32Â°C; east to northeast wind level 2-3, and the wind force in coastal areas gradually increases to level 4; relative humidity 55%-95%.",channel1
177,"Showers turning to cloudy; temperature 24-30Â°C; northeasterly winds of 2-3 levels, 4-5 levels; relative humidity 50%-90%.",channel1
178,"It is sunny and dry, and it is cool in the morning and evening; the temperature is 23-30Â°C; the wind is at level 2-3; the relative humidity is 50%-80%.",channel1
179,"Cloudy, dry weather, cool in the morning and evening; temperature 26-30Â°C; northeasterly wind of grade 2-3; relative humidity 50%-80%.",channel1
180,"Cloudy to sunny, dry weather; temperature 24-30Â°C; north wind level 3, coastal wind force 4-5; relative humidity 50%-70%.",channel1
181,Cloudy; temperature 21-30Â°C; northerly wind 2-3 levels; relative humidity 50%-80%.,channel1
182,"Cloudy, relatively dry weather; temperature 25-29Â°C; northerly wind of levels; relative humidity 50%-65%.",channel1
183,"Cloudy to sunny, dry weather; temperature 23-30Â°C; north wind 2-3; relative humidity 40%-65%.",channel1
184,"Sunny intervals and cloudy, dry weather; temperature 23-30Â°C; north wind level 2-3; relative humidity 40%-65%.",channel1
185,"Sunny, dry air; temperature 26-30Â°C; northerly wind of 2-3 levels; relative humidity of a certain range.",channel1
186,"Sunny intervals with cloudy periods, dry air; temperature 23-31Â°C; north wind 2-3 levels; relative humidity 40%-70%.",channel1
187,Sunny and dry; temperature 23-31Â°C; north wind 2-3 levels; relative humidity 40%-60%.,channel1
188,Sunny and dry; temperature 27-31Â°C; north wind of a certain level; relative humidity 40%-60%.,channel1
189,Sunny and dry; temperature 23-31Â°C; north wind 2-3 levels; relative humidity 40%-65%.,channel1
190,Fine and dry; temperature 24-31Â°C; northerly wind; relative humidity 30%-60%.,channel1
191,Cloudy and sunny intervals; temperature 27-31Â°C; north wind of grade 2; relative humidity 35%-60%.,channel1
192,"Overcast to cloudy; temperature 25-31Â°C; east by southeast wind, 2 levels; relative humidity 45%-75%.",channel1
193,Overcast to partly cloudy; temperature 27-31Â°C; east wind of 2 levels; relative humidity 50%-80%.,channel1
194,Cloudy to partly cloudy; temperature 27-31Â°C; east wind level 2; relative humidity 50%-80%.,channel1
195,At night it is cloudy and in the daytime it will turn to some rain; temperature is 25-29Â°C; east wind is 2-3 levels; relative humidity is 65%-85%.,channel1
196,Cloudy to overcast with intervals; temperature 25-29Â°C; easterly wind of magnitude 2; relative humidity 60%-80%.,channel1
197,Mainly cloudy; temperature 26-30Â°C; easterly wind of level 2; relative humidity 65%-85%.,channel1
198,Mainly cloudy; temperature 26-31Â°C; east wind of magnitude 2; relative humidity 60%-85%.,channel1
199,"Cloudy, with scattered showers in some areas; temperature 26-31Â°C; east wind, level 2; relative humidity 60%-85%.",channel1
200,"Cloudy, with scattered showers in some areas; temperature 27-31Â°C; easterly wind of magnitude 2; relative humidity 60%-85%.",channel1
201,"Mostly cloudy, with localized showers; temperature 26-31Â°C; east wind of 2; relative humidity 55%-95%.",channel1
