file_name,trend,seasonal,stationary,pattern,shifting,dataset_name,train_lens,time_steps,if_univariate,size,type_value,total_len,train/total
Yahoo_A2synthetic_63_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_66_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_69_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_72_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_75_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_78_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_81_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_84_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_87_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_9_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_90_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_93_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_96_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_99_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Global,,
Yahoo_A2synthetic_67_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,mix,,
Yahoo_A2synthetic_70_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,mix,,
Yahoo_A2synthetic_1_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_10_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_100_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_11_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_13_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_14_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_16_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_17_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_19_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_2_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_20_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_22_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_23_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_25_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_26_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_28_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_29_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_31_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_32_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_34_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_35_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_37_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_38_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_4_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_40_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_41_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_43_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_44_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_46_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_47_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_49_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_5_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_50_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_52_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_53_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_55_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_56_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_58_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_59_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_61_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_62_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_64_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_65_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_68_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_7_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_71_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_73_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_74_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_76_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_77_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_79_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_8_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_80_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_82_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_83_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_85_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_86_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_88_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_89_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_91_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_92_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_94_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_95_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_97_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A2synthetic_98_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1421,TRUE,large,Shapelet,,
Yahoo_A1real_1_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,426,1420,TRUE,large,mix,,
Yahoo_A1real_21_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1420,TRUE,large,mix,,
Yahoo_A1real_23_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,426,1420,TRUE,large,mix,,
Yahoo_A1real_22_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,426,1420,TRUE,large,Shapelet,,
Yahoo_A1real_8_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,426,1420,TRUE,large,Shapelet,,
Yahoo_A1real_66_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,427,1424,TRUE,large,Shapelet,,
Yahoo_A1real_65_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,427,1424,TRUE,large,Trend,,
Yahoo_A1real_34_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,Global,,
Yahoo_A1real_27_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_31_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_32_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_38_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_39_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_40_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_47_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_51_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_55_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_56_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,428,1427,TRUE,large,mix,,
Yahoo_A1real_52_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,429,1432,TRUE,large,Shapelet,,
Yahoo_A1real_41_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,430,1435,TRUE,large,Global,,
Yahoo_A1real_26_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,430,1435,TRUE,large,mix,,
Yahoo_A1real_25_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,430,1435,TRUE,large,Shapelet,,
Yahoo_A1real_58_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,430,1435,TRUE,large,Shapelet,,
Yahoo_A1real_37_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,430,1434,TRUE,large,Shapelet,,
Yahoo_A1real_2_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Global,,
Yahoo_A1real_12_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,mix,,
Yahoo_A1real_11_data.csv,FALSE,FALSE,FALSE,FALSE,TRUE,YAHOO,431,1439,TRUE,large,Shapelet,,
Yahoo_A1real_13_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Shapelet,,
Yahoo_A1real_14_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Shapelet,,
Yahoo_A1real_15_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Shapelet,,
Yahoo_A1real_33_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Shapelet,,
Yahoo_A1real_5_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Shapelet,,
Yahoo_A1real_6_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Shapelet,,
Yahoo_A1real_10_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Trend,,
Yahoo_A1real_48_data.csv,FALSE,FALSE,TRUE,FALSE,TRUE,YAHOO,431,1439,TRUE,large,Trend,,
Yahoo_A1real_50_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Trend,,
Yahoo_A1real_63_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,431,1439,TRUE,large,Trend,,
partially_stationary_data_2_from2019-09-23to2019-10-08_7569.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,432,4320,TRUE,large,Global,,
Yahoo_A1real_57_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,432,1441,TRUE,large,Contextual,,
Yahoo_A1real_28_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,432,1441,TRUE,large,Global,,
Yahoo_A1real_46_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,432,1441,TRUE,large,Global,,
Yahoo_A1real_29_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,432,1441,TRUE,large,mix,,
Yahoo_A1real_61_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,432,1441,TRUE,large,mix,,
Yahoo_A1real_45_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,432,1440,TRUE,large,Global,,
Yahoo_A1real_42_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,432,1440,TRUE,large,Shapelet,,
Yahoo_A1real_43_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,432,1440,TRUE,large,Shapelet,,
Yahoo_A1real_24_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,Global,,
Yahoo_A1real_53_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,Global,,
Yahoo_A1real_3_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,mix,,
Yahoo_A1real_30_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,mix,,
Yahoo_A1real_36_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,mix,,
Yahoo_A1real_9_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,mix,,
Yahoo_A1real_16_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,Shapelet,,
Yahoo_A1real_18_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,Shapelet,,
Yahoo_A1real_44_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,Shapelet,,
Yahoo_A1real_60_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,Shapelet,,
Yahoo_A1real_49_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,438,1461,TRUE,large,Trend,,
T-9_439.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NASA-MSL-new,439,1535,TRUE,large,Shapelet,,
NAB_data_CloudWatch_14.csv,TRUE,FALSE,FALSE,FALSE,FALSE,NAB,462,4620,TRUE,large,Shapelet,,
NAB_data_CloudWatch_12.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NAB,472,4729,TRUE,large,Shapelet,,
NAB_data_CloudWatch_9.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NAB,472,4729,TRUE,large,Shapelet,,
periodic_data_32_from2020-01-02to2020-01-19_7467.csv,FALSE,TRUE,TRUE,TRUE,FALSE,GAIA,477,4779,TRUE,large,Global,,
periodic_data_40_from2020-01-02to2020-01-19_7474.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,493,4934,TRUE,large,Global,,
